fighter_id,details_url,first,last,nickname,height_in,weight_lb,reach_in,stance,dob
c11036da9162cb5f,http://www.ufcstats.com/fighter-details/c11036da9162cb5f,Mike,Altman,,70,185,NA,Orthodox,NA
430c533614d45813,http://www.ufcstats.com/fighter-details/430c533614d45813,Patricia,Alujas,The Angel,64,115,64,Orthodox,1996-05-08
33a331684283900f,http://www.ufcstats.com/fighter-details/33a331684283900f,Eddie,Alvarez,,69,155,69,Orthodox,1984-01-11
4438482bd1d5a029,http://www.ufcstats.com/fighter-details/4438482bd1d5a029,Jaime,Alvarez,,68,125,69,Orthodox,1988-03-08
58bbef3770bb2dfc,http://www.ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel,Alvarez,El Fenomeno,75,155,77,Orthodox,1993-03-02
e741536153227386,http://www.ufcstats.com/fighter-details/e741536153227386,Sean,Alvarez,,72,235,NA,Orthodox,1971-07-14
dc5a6b2fdb27e7dc,http://www.ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Amilcar,Alves,,72,170,NA,Southpaw,1988-08-08
bd92cf5da5413d2a,http://www.ufcstats.com/fighter-details/bd92cf5da5413d2a,Anthony,Alves,,NA,NA,NA,,NA
029afd138865d20a,http://www.ufcstats.com/fighter-details/029afd138865d20a,Rafael,Alves,The Turn,68,155,68,Orthodox,1990-11-14
31ee470ef5dc8d7f,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago,Alves,Pitbull,69,170,70,Orthodox,1983-10-03
d317a5e2b3f88c5f,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley,Alves,,71,185,72,Orthodox,1991-01-04
d156513a19acf856,http://www.ufcstats.com/fighter-details/d156513a19acf856,Sam,Alvey,Smile'N,74,185,75,Southpaw,1986-05-06
f4abf9aeda861283,http://www.ufcstats.com/fighter-details/f4abf9aeda861283,Christopher,Alvidrez,The Newborn,72,170,74,Orthodox,1996-12-27
86c1441676af2c73,http://www.ufcstats.com/fighter-details/86c1441676af2c73,Mahamed,Aly,,74,205,78,Orthodox,1994-01-11
20821819c401ced8,http://www.ufcstats.com/fighter-details/20821819c401ced8,Andre,Amado,Dida,72,154,NA,Orthodox,1983-10-09
1e327b281ef6a745,http://www.ufcstats.com/fighter-details/1e327b281ef6a745,Adlan,Amagov,Borz,74,170,76,Orthodox,1986-10-30
247fbbfafea60bb1,http://www.ufcstats.com/fighter-details/247fbbfafea60bb1,Maiara,Amanajas dos Santos,,65,115,NA,Southpaw,1987-07-11
ee0b69e307c857e5,http://www.ufcstats.com/fighter-details/ee0b69e307c857e5,Chris,Amarante,,NA,185,NA,,NA
c912f676692c353a,http://www.ufcstats.com/fighter-details/c912f676692c353a,Jimmy,Ambriz,The Titan,74,315,NA,Southpaw,1970-01-26
d562b12b8fe88336,http://www.ufcstats.com/fighter-details/d562b12b8fe88336,JJ,Ambrose,,70,170,NA,Orthodox,1987-02-06
70fa1c64a2c439ef,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef,Alen,Amedovski,,70,185,74,Orthodox,1988-04-06
41cc71cbf210e0fe,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder,Amil,The Hurricane,69,145,70,Switch,1990-05-28
6c40705cf6c0d7e2,http://www.ufcstats.com/fighter-details/6c40705cf6c0d7e2,Hamid,Amiri,The Storm,NA,145,NA,,2003-06-15
87a1dc546b1c5caf,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,Makwan,Amirkhani,Mr. Finland,70,145,72,Southpaw,1988-11-08
bc7d1ad49fcb2d08,http://www.ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Jaqueline,Amorim,,63,115,68,Orthodox,1995-06-24
53adf5b845d91e4a,http://www.ufcstats.com/fighter-details/53adf5b845d91e4a,Bertrand,Amoussou,,68,190,NA,Orthodox,1966-05-28
23a8c33869bf5392,http://www.ufcstats.com/fighter-details/23a8c33869bf5392,Karl,Amoussou,The Psycho,71,185,NA,Orthodox,1985-11-21
cad24459b28592ca,http://www.ufcstats.com/fighter-details/cad24459b28592ca,Eryk,Anders,Ya Boi,73,185,75,Southpaw,1987-04-21
8738eacd62e82a32,http://www.ufcstats.com/fighter-details/8738eacd62e82a32,Matt,Andersen,,74,230,NA,Southpaw,1971-05-29
9199e0735b83dd32,http://www.ufcstats.com/fighter-details/9199e0735b83dd32,Andy,Anderson,The Hammer,66,240,NA,,1974-07-16
5e4eec08896c9423,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Corey,Anderson,Overtime,75,205,79,Orthodox,1989-09-22
19ba965651486013,http://www.ufcstats.com/fighter-details/19ba965651486013,Derek,Anderson,Barbaric,72,155,NA,,1990-02-02
b03a0c78ca45facf,http://www.ufcstats.com/fighter-details/b03a0c78ca45facf,Liam,Anderson,,75,185,75,Orthodox,1995-01-13
1ffc38f67785797b,http://www.ufcstats.com/fighter-details/1ffc38f67785797b,Lowell,Anderson,,66,160,NA,Orthodox,NA
a0e75f4a13eb73f1,http://www.ufcstats.com/fighter-details/a0e75f4a13eb73f1,Megan,Anderson,,72,145,72,Orthodox,1990-02-11
17615148dd4be6f6,http://www.ufcstats.com/fighter-details/17615148dd4be6f6,Tatsuya,Ando,Kirinji,64,145,68,Southpaw,1990-04-26
1562b12763cc8d67,http://www.ufcstats.com/fighter-details/1562b12763cc8d67,Alex,Andrade,El Toro,71,200,NA,Orthodox,1974-05-14
6a1901c62ab3870f,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Jessica,Andrade,Bate Estaca,61,115,62,Orthodox,1991-09-25
d221ee27afc7a60e,http://www.ufcstats.com/fighter-details/d221ee27afc7a60e,Viscardi,Andrade,,71,170,75,Orthodox,1984-03-08
9bad58fa651d6196,http://www.ufcstats.com/fighter-details/9bad58fa651d6196,Jermaine,Andre,,67,200,NA,Orthodox,1973-07-16
7977fb0fd9c5955d,http://www.ufcstats.com/fighter-details/7977fb0fd9c5955d,Fellipe,Andrew,,NA,NA,NA,,1994-10-24
00debc804e2b1cd4,http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,Dylan,Andrews,The Villain,73,185,74,Switch,1979-11-15
46e2ca71fd5089cb,http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb,Reese,Andy,Riptide,72,205,NA,Orthodox,1973-03-31
d6a3e131ad4ba064,http://www.ufcstats.com/fighter-details/d6a3e131ad4ba064,,Angga,The Hitman,67,145,68,Orthodox,1989-01-13
e20ad078a7d63361,http://www.ufcstats.com/fighter-details/e20ad078a7d63361,Julius,Anglickas,,75,205,NA,Orthodox,1991-07-23
047a91d3d9c79b05,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,Collin,Anglin,,69,145,71,Orthodox,1993-02-20
c7c39e2fb70248b3,http://www.ufcstats.com/fighter-details/c7c39e2fb70248b3,Chad,Anheliger,The Monster,66,135,64,Orthodox,1986-12-01
e06fd1260ac865a7,http://www.ufcstats.com/fighter-details/e06fd1260ac865a7,Yoji,Anjo,Mr. 200%,71,205,NA,Orthodox,1967-03-28
d802174b0c0c1f4e,http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,Magomed,Ankalaev,,75,205,75,Orthodox,1992-06-02
af997f7611673880,http://www.ufcstats.com/fighter-details/af997f7611673880,Gadzhimurad,Antigulov,,71,205,70,Orthodox,1987-02-09
25b31165758402dd,http://www.ufcstats.com/fighter-details/25b31165758402dd,Adam,Antolin,Captain Chaos,65,125,63,Orthodox,1982-02-28
dbd198f780286aca,http://www.ufcstats.com/fighter-details/dbd198f780286aca,Angelo,Antonio,,NA,205,NA,Orthodox,1998-10-04
cc49ada1ea955b13,http://www.ufcstats.com/fighter-details/cc49ada1ea955b13,Vanilto,Antunes,,72,170,72,Orthodox,1994-12-28
78d48d3874dacafd,http://www.ufcstats.com/fighter-details/78d48d3874dacafd,Azunna,Anyanwu,Zulu,73,251,NA,Orthodox,1981-08-05
4665f9f909cd7214,http://www.ufcstats.com/fighter-details/4665f9f909cd7214,Shinsho,Anzai,Animal,67,170,70,Orthodox,1985-12-01
031da10a00c8ccd4,http://www.ufcstats.com/fighter-details/031da10a00c8ccd4,Jin,Aoi,,66,145,68,Orthodox,1997-01-21
79ded75550efc139,http://www.ufcstats.com/fighter-details/79ded75550efc139,Shinya,Aoki,Tobikan Judan,71,154,NA,Southpaw,1983-05-09
7d420039bbfe7c1a,http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,,Aoriqileng,The Mongolian Murderer,67,135,69,Orthodox,1993-06-25
0c1a04afca64e38f,http://www.ufcstats.com/fighter-details/0c1a04afca64e38f,Josh,Appelt,,70,255,NA,Southpaw,1983-06-19
1ccff7f0cfdf85eb,http://www.ufcstats.com/fighter-details/1ccff7f0cfdf85eb,Erik,Apple,,72,170,NA,Orthodox,1977-08-26
269d103c96a4c3a5,http://www.ufcstats.com/fighter-details/269d103c96a4c3a5,Kenji,Arai,,70,145,NA,Southpaw,1979-10-05
73ef22f25d0f70e2,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,Romie,Aram,,70,170,NA,Orthodox,1977-12-02
71002dbc1743b9a7,http://www.ufcstats.com/fighter-details/71002dbc1743b9a7,Felipe,Arantes,Sertanejo,68,135,73,Orthodox,1988-02-09
dbea8c1cb327ab3d,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d,Igor,Araujo,,73,170,77,Orthodox,1980-12-06
36541f1e6c5d4955,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,Viviane,Araujo,Vivi,64,125,68,Orthodox,1986-11-21
1291edf2d566a71a,http://www.ufcstats.com/fighter-details/1291edf2d566a71a,Julio,Arce,,67,145,70,Southpaw,1989-10-27
d25e39e74efb0a77,http://www.ufcstats.com/fighter-details/d25e39e74efb0a77,Art,Arciniega,King Arthur,68,145,NA,,1981-10-15
87f8699fdcc2c404,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404,Alice,Ardelean,,63,115,62,Orthodox,1992-04-19
9c9455912d917e4e,http://www.ufcstats.com/fighter-details/9c9455912d917e4e,Tristan,Arenal,,NA,155,NA,,1985-03-06
db3c4a884d704efe,http://www.ufcstats.com/fighter-details/db3c4a884d704efe,Gabriel,Arges,,NA,170,NA,,1993-01-29
e4ba58725825412d,http://www.ufcstats.com/fighter-details/e4ba58725825412d,Dan,Argueta,The Determined,67,135,68,Southpaw,1993-08-13
90063913321e7670,http://www.ufcstats.com/fighter-details/90063913321e7670,Reza,Arianto,The Crazy Lion,NA,155,NA,,NA
9a7ffa80766caa51,http://www.ufcstats.com/fighter-details/9a7ffa80766caa51,Hashem,Arkhagha,,74,185,75,Orthodox,1989-09-11
3738e68d2261e60f,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Andrei,Arlovski,The Pitbull,75,240,77,Orthodox,1979-02-04
1effd880e1f1bb30,http://www.ufcstats.com/fighter-details/1effd880e1f1bb30,Garrett,Armfield,,66,135,70,Orthodox,1996-10-09
30ad2050273d016a,http://www.ufcstats.com/fighter-details/30ad2050273d016a,Joey,Armstrong,,NA,NA,NA,,NA
bf0e700106d00e55,http://www.ufcstats.com/fighter-details/bf0e700106d00e55,Austin,Arnett,,72,145,72,Orthodox,1991-10-22
05fbfe628658c538,http://www.ufcstats.com/fighter-details/05fbfe628658c538,Ricardo,Arona,The Brazilian Tiger,71,205,NA,Orthodox,1978-07-17
a90c200c3fbb22c4,http://www.ufcstats.com/fighter-details/a90c200c3fbb22c4,Eli,Aronov,The Israeli Tank,70,185,72,Orthodox,1996-06-06
770b9d4813c25902,http://www.ufcstats.com/fighter-details/770b9d4813c25902,Chalid,Arrab,Die Faust,71,205,NA,Orthodox,1975-05-28
c136b2a8852da5bd,http://www.ufcstats.com/fighter-details/c136b2a8852da5bd,Akbarh,Arreola,El Caballero,70,155,71,Southpaw,1983-01-14
61fb8098ccf81c7f,http://www.ufcstats.com/fighter-details/61fb8098ccf81c7f,Antonio,Arroyo,,75,185,73,Orthodox,1989-07-01
de62052b2ede65ba,http://www.ufcstats.com/fighter-details/de62052b2ede65ba,Matt,Arroyo,No Regard,70,170,72,Orthodox,1982-09-01
2dea80c069847321,http://www.ufcstats.com/fighter-details/2dea80c069847321,Gilles,Arsene,,69,190,NA,Southpaw,1970-12-23
91e3388e69060e69,http://www.ufcstats.com/fighter-details/91e3388e69060e69,Veta,Arteaga,,67,125,NA,,NA
