fighter_id,details_url,name,height_in,weight_lb,reach_in,stance,dob
01784fbc27c68b14,http://ufcstats.com/fighter-details/01784fbc27c68b14,Rachael Ostovich,63,125,62,Orthodox,1991-02-25
01afe0916a40c7c5,http://ufcstats.com/fighter-details/01afe0916a40c7c5,Shavkat Rakhmonov,73,170,77,Orthodox,1994-10-23
01b352b6a9074d5c,http://ufcstats.com/fighter-details/01b352b6a9074d5c,Chase Sherman,76,250,78,Orthodox,1989-11-16
01b39decaf0abf6a,http://ufcstats.com/fighter-details/01b39decaf0abf6a,Benji Radach,70,185,NA,Orthodox,1979-04-05
01c9e4013afce141,http://ufcstats.com/fighter-details/01c9e4013afce141,Michael Aswell Jr.,68,145,69,Orthodox,2000-09-27
01d2ed8c502e3828,http://ufcstats.com/fighter-details/01d2ed8c502e3828,Caros Fodor,69,155,74,Orthodox,1984-01-07
01daf32100ed7517,http://ufcstats.com/fighter-details/01daf32100ed7517,Koji Oishi,68,170,NA,Orthodox,1977-05-31
01dd4cdc2446f665,http://ufcstats.com/fighter-details/01dd4cdc2446f665,Gary Padilla,71,205,NA,NA,1980-05-04
01dfb60661153735,http://ufcstats.com/fighter-details/01dfb60661153735,Paulo Renato Junior,72,205,73,Orthodox,1994-01-25
01f022fa494188e2,http://ufcstats.com/fighter-details/01f022fa494188e2,Josh Bryant,70,185,NA,Orthodox,1980-04-23
01f4bcd26ac08ad5,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5,Israel Delgado,70,155,NA,NA,NA
01f86e2d604e2f3c,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,Yoko Takahashi,68,150,NA,NA,1973-04-20
01fcef7e3d051722,http://ufcstats.com/fighter-details/01fcef7e3d051722,Henry Briones,68,135,69,Orthodox,1980-10-22
01fed6f61ebea01f,http://ufcstats.com/fighter-details/01fed6f61ebea01f,Jay Perrin,67,135,67,Switch,1993-06-15
02177caefe7c07d4,http://ufcstats.com/fighter-details/02177caefe7c07d4,Lloyd Van Dams,73,240,NA,Southpaw,1972-03-05
0232cabbc30a2372,http://ufcstats.com/fighter-details/0232cabbc30a2372,Adrian Yanez,67,135,70,Orthodox,1993-11-29
024158997e7c5829,http://ufcstats.com/fighter-details/024158997e7c5829,Freddy Vidal,75,205,80,Orthodox,1994-05-06
02500fb9fd79a974,http://ufcstats.com/fighter-details/02500fb9fd79a974,Jason Reinhardt,66,135,NA,Orthodox,1969-10-31
025f0b1b58fbad01,http://ufcstats.com/fighter-details/025f0b1b58fbad01,Darko Stosic,72,205,76,Orthodox,1992-02-09
026b4f7049085842,http://ufcstats.com/fighter-details/026b4f7049085842,Harris Sarmiento,69,155,NA,Orthodox,1983-09-09
0275e33febc2818c,http://ufcstats.com/fighter-details/0275e33febc2818c,DeMarco Villalona,69,185,NA,NA,NA
029880cdbf5ca089,http://ufcstats.com/fighter-details/029880cdbf5ca089,Sean Sherk,66,155,67,Orthodox,1973-08-05
029afd138865d20a,http://ufcstats.com/fighter-details/029afd138865d20a,Rafael Alves,68,155,68,Orthodox,1990-11-14
029e1293e609fd74,http://ufcstats.com/fighter-details/029e1293e609fd74,Abubakar Nurmagomedov,71,170,72,Orthodox,1989-11-13
029eaff01e6bb8f0,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,69,155,72,Southpaw,1989-01-19
02a65a55f25fb4f3,http://ufcstats.com/fighter-details/02a65a55f25fb4f3,Masakatsu Okuda,NA,NA,NA,NA,1976-01-16
02bb48869eb7ac8f,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,Rayanne dos Santos,62,115,62,Orthodox,1995-06-08
02d276b7d62b3472,http://ufcstats.com/fighter-details/02d276b7d62b3472,Rudyard Moncayo,70,195,NA,Orthodox,1973-05-17
02d808afb96669de,http://ufcstats.com/fighter-details/02d808afb96669de,Alex Zuniga,NA,145,NA,NA,NA
02e52b3a595f0786,http://ufcstats.com/fighter-details/02e52b3a595f0786,Kevin Jordan,75,245,NA,Orthodox,1970-12-31
02f0e04acf102ea9,http://ufcstats.com/fighter-details/02f0e04acf102ea9,Michael Knaap,74,220,NA,Orthodox,1984-02-27
02f2a9702ba3d167,http://ufcstats.com/fighter-details/02f2a9702ba3d167,Artem Lobov,69,145,65,Southpaw,1986-08-11
02f484417a6fa69d,http://ufcstats.com/fighter-details/02f484417a6fa69d,Uran Satybaldiev,76,205,79,Orthodox,1994-08-10
02f8fedc18cbd26c,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,Emily Ducote,62,115,63,Orthodox,1994-01-01
02fc8f50f56eb307,http://ufcstats.com/fighter-details/02fc8f50f56eb307,Trent Jenkins,74,185,NA,NA,NA
030f08370fd1c2bb,http://ufcstats.com/fighter-details/030f08370fd1c2bb,Kerry Schall,74,265,NA,Orthodox,1971-08-09
0313bf497de9c470,http://ufcstats.com/fighter-details/0313bf497de9c470,Igor Borisov,72,235,NA,Orthodox,1964-05-18
031da10a00c8ccd4,http://ufcstats.com/fighter-details/031da10a00c8ccd4,Jin Aoi,66,145,68,Orthodox,1997-01-21
032b65d5fff611b2,http://ufcstats.com/fighter-details/032b65d5fff611b2,Tsuyoshi Kurihara,70,185,NA,Orthodox,1973-07-13
032cc3922d871c7f,http://ufcstats.com/fighter-details/032cc3922d871c7f,Khabib Nurmagomedov,70,155,70,Orthodox,1988-09-20
033343da4c0cff8a,http://ufcstats.com/fighter-details/033343da4c0cff8a,Carina Damm,64,135,NA,NA,NA
033d19259f589457,http://ufcstats.com/fighter-details/033d19259f589457,Anthony Avila,67,145,NA,NA,1988-12-29
0359313549d230a1,http://ufcstats.com/fighter-details/0359313549d230a1,Pete Sell,71,170,75,Orthodox,1982-08-05
03688dc3c3af3ac1,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,Bas Rutten,73,205,NA,Orthodox,1965-02-24
036e96c1c12b8a59,http://ufcstats.com/fighter-details/036e96c1c12b8a59,Nick Fiore,70,155,72,Orthodox,1997-12-10
037cfd34a27d59e9,http://ufcstats.com/fighter-details/037cfd34a27d59e9,Michael Oliveira,73,170,78,Orthodox,1998-01-21
03b1b79b34eaf217,http://ufcstats.com/fighter-details/03b1b79b34eaf217,Nayara Maia,65,125,66,Orthodox,1990-07-25
03b1e846b09f721d,http://ufcstats.com/fighter-details/03b1e846b09f721d,Denis Sobolev,75,216,NA,Orthodox,1975-08-26
03c9994c5b8958ec,http://ufcstats.com/fighter-details/03c9994c5b8958ec,John Cholish,71,155,74,Orthodox,1983-12-17
03da33a102d9a45f,http://ufcstats.com/fighter-details/03da33a102d9a45f,Jose Canseco,76,240,NA,Orthodox,1964-07-02
03dee485905dbc9f,http://ufcstats.com/fighter-details/03dee485905dbc9f,Zachary Scroggin,75,170,74,Orthodox,1996-03-09
03e8df49c4a059ba,http://ufcstats.com/fighter-details/03e8df49c4a059ba,Yusaku Nakamura,65,145,NA,NA,1986-06-21
03f982ca3735070c,http://ufcstats.com/fighter-details/03f982ca3735070c,Walt Harris,77,250,77,Southpaw,1983-06-10
040426baba8a45e8,http://ufcstats.com/fighter-details/040426baba8a45e8,Nate Schroeder,73,230,NA,NA,1973-06-02
04076783ca83d6ae,http://ufcstats.com/fighter-details/04076783ca83d6ae,Minoru Toyonaga,71,195,NA,Southpaw,1978-06-12
040a74bb0a465c54,http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,68,145,70,Southpaw,1994-01-22
040d3b4c735541aa,http://ufcstats.com/fighter-details/040d3b4c735541aa,Zoila Frausto,64,135,NA,Orthodox,1983-12-10
042cc07ad5a53a33,http://ufcstats.com/fighter-details/042cc07ad5a53a33,Lucrezia Ria,66,125,NA,Orthodox,1992-06-24
045f25b3a4c08e81,http://ufcstats.com/fighter-details/045f25b3a4c08e81,Jack Marshman,72,185,73,Orthodox,1989-12-19
04643fd03d9159cc,http://ufcstats.com/fighter-details/04643fd03d9159cc,Marcus Aurelio,70,155,74,Orthodox,1973-08-18
046a85108610c0d2,http://ufcstats.com/fighter-details/046a85108610c0d2,Dashawn Boatwright,72,205,NA,Orthodox,1988-02-29
047a91d3d9c79b05,http://ufcstats.com/fighter-details/047a91d3d9c79b05,Collin Anglin,69,145,71,Orthodox,1993-02-20
04835018f90b118c,http://ufcstats.com/fighter-details/04835018f90b118c,Casey O'Neill,66,125,69,Orthodox,1997-10-07
0496cdac0bc9edd8,http://ufcstats.com/fighter-details/0496cdac0bc9edd8,Jesse Finney,72,170,NA,NA,1974-07-11
049d698d773eb3e1,http://ufcstats.com/fighter-details/049d698d773eb3e1,Matt Horwich,73,185,NA,Orthodox,1978-10-02
04b39f4e8eb59d7c,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Oluwale Bamgbose,71,185,78,Switch,1987-08-04
04c15b52c3cc1cab,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,Nate Mohr,69,155,72,Orthodox,1983-03-03
04c8b08b16a5b99e,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,Tanner Boser,74,205,75,Orthodox,1991-08-02
04d5718ed2661e8c,http://ufcstats.com/fighter-details/04d5718ed2661e8c,Jorge Gurgel,67,155,69,Orthodox,1977-01-25
04e0507b94014dbb,http://ufcstats.com/fighter-details/04e0507b94014dbb,Samuel Silva,72,155,72,Orthodox,1996-01-02
04e9955f33e0c267,http://ufcstats.com/fighter-details/04e9955f33e0c267,Joao Paulo Faria,69,155,NA,NA,NA
04f0471f221db717,http://ufcstats.com/fighter-details/04f0471f221db717,Victor Jones,NA,145,NA,NA,NA
04f9fe830cf13482,http://ufcstats.com/fighter-details/04f9fe830cf13482,Gerald Strebendt,69,155,NA,Orthodox,1979-03-01
04ff3a711504d6b3,http://ufcstats.com/fighter-details/04ff3a711504d6b3,Magomed Zaynukov,70,155,68,Orthodox,1995-01-02
0505e27a5d00704a,http://ufcstats.com/fighter-details/0505e27a5d00704a,DongHyun Seo,67,145,67,Orthodox,1990-08-22
0509b954421bb327,http://ufcstats.com/fighter-details/0509b954421bb327,John Doyle,71,205,NA,Orthodox,1976-11-21
052ceb8976695342,http://ufcstats.com/fighter-details/052ceb8976695342,Chase Gormley,75,265,NA,Orthodox,1983-08-11
05339613bf8e9808,http://ufcstats.com/fighter-details/05339613bf8e9808,Rob Font,68,135,71,Orthodox,1987-06-25
0541480fbf719d86,http://ufcstats.com/fighter-details/0541480fbf719d86,Houston Alexander,72,205,72,Orthodox,1972-03-22
054defd5420a551f,http://ufcstats.com/fighter-details/054defd5420a551f,Rob Kimmons,70,185,73,Orthodox,1981-01-30
05560764359161e4,http://ufcstats.com/fighter-details/05560764359161e4,Constantinos Philippou,71,185,73,Orthodox,1979-11-29
0565706b1e7f7e7c,http://ufcstats.com/fighter-details/0565706b1e7f7e7c,Kaiwen,68,145,71,Switch,1995-10-16
056c493bbd76a918,http://ufcstats.com/fighter-details/056c493bbd76a918,Henry Cejudo,64,135,64,Orthodox,1987-02-09
0577808d22dfe79c,http://ufcstats.com/fighter-details/0577808d22dfe79c,Jon Olav Einemo,78,253,NA,Orthodox,1975-12-10
057a241e4ba90c4d,http://ufcstats.com/fighter-details/057a241e4ba90c4d,Ivan Gnizditskiy,NA,205,NA,NA,1996-05-10
05866d8c3a321856,http://ufcstats.com/fighter-details/05866d8c3a321856,Marvin Eastman,69,185,73,Orthodox,1971-06-08
058e4e08a1ad8aba,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,Dale Hartt,70,155,69,Orthodox,1979-04-04
0597a4528ebd1307,http://ufcstats.com/fighter-details/0597a4528ebd1307,Chris Price,74,185,NA,Southpaw,1982-11-09
05a0556072931f01,http://ufcstats.com/fighter-details/05a0556072931f01,Jason Ireland,69,161,NA,Southpaw,1979-12-30
05b17ae24e6bba81,http://ufcstats.com/fighter-details/05b17ae24e6bba81,Shin Haraguchi,65,145,68,Switch,1998-11-27
05b43e0ead3df345,http://ufcstats.com/fighter-details/05b43e0ead3df345,Kailin Curran,64,115,65,Orthodox,1991-04-11
05e4be525cb3578c,http://ufcstats.com/fighter-details/05e4be525cb3578c,Everett Cummings,NA,205,NA,NA,NA
05fa626cb33d15b8,http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee,66,125,69,Orthodox,1989-02-11
05fbfe628658c538,http://ufcstats.com/fighter-details/05fbfe628658c538,Ricardo Arona,71,205,NA,Orthodox,1978-07-17
062e57ca1a3c95a8,http://ufcstats.com/fighter-details/062e57ca1a3c95a8,Fiona Muxlow,64,145,NA,NA,1977-05-13
063649e21bc9d6d5,http://ufcstats.com/fighter-details/063649e21bc9d6d5,Luiz Azeredo,69,154,NA,Orthodox,1976-06-10
0641c21bec209472,http://ufcstats.com/fighter-details/0641c21bec209472,Mike Jackson,74,170,74,Orthodox,1985-03-22
064b7dc68d786254,http://ufcstats.com/fighter-details/064b7dc68d786254,Cain Carrizosa,68,155,NA,Orthodox,1986-07-22
065eb44700e641a4,http://ufcstats.com/fighter-details/065eb44700e641a4,Devin Powell,72,155,73,Orthodox,1988-03-01
06626b6287e1ae1e,http://ufcstats.com/fighter-details/06626b6287e1ae1e,Chris Padilla,69,155,74,Orthodox,1995-09-14
06734ca9d88dec3a,http://ufcstats.com/fighter-details/06734ca9d88dec3a,Shara Magomedov,74,185,73,Orthodox,1994-05-16
06827d70c53ff0d9,http://ufcstats.com/fighter-details/06827d70c53ff0d9,Scott Askham,75,185,75,Southpaw,1988-05-20
068f8a189a47fea6,http://ufcstats.com/fighter-details/068f8a189a47fea6,Maurice Greene,79,258,80,Orthodox,1986-07-05
0693b2eab79198ea,http://ufcstats.com/fighter-details/0693b2eab79198ea,Sergei Kharitonov,72,245,NA,Orthodox,1980-08-18
0699c4b2a7c3c76f,http://ufcstats.com/fighter-details/0699c4b2a7c3c76f,Justin Pennington,64,NA,NA,NA,NA
06a80a685ea98573,http://ufcstats.com/fighter-details/06a80a685ea98573,Irwin Rivera,66,135,67,Southpaw,1989-02-14
06c60fc2c8dcd7bd,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd,Takashi Sugiura,71,225,NA,Southpaw,1970-05-31
06d4eb8123087123,http://ufcstats.com/fighter-details/06d4eb8123087123,Jonathan Contrestano,NA,155,NA,NA,NA
06dc1a58663579d2,http://ufcstats.com/fighter-details/06dc1a58663579d2,Travis Galbraith,72,170,NA,Orthodox,1981-05-18
06dced58ca24a6bd,http://ufcstats.com/fighter-details/06dced58ca24a6bd,Junior Barata,70,170,NA,Orthodox,1982-01-25
06dd61c8d545c63f,http://ufcstats.com/fighter-details/06dd61c8d545c63f,Icaro Brito,NA,145,NA,NA,1999-03-09
06e4245d16fc5315,http://ufcstats.com/fighter-details/06e4245d16fc5315,Ailin Perez,65,135,66,Switch,1994-10-05
06f0ffa6446c5b6d,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,Branden Lee Hinkle,75,235,NA,Orthodox,1973-07-29
06f36cf4bd97ec77,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,73,205,77,Orthodox,1980-10-02
07047eb7d17fb0a2,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,Daria Zhelezniakova,69,135,68,Orthodox,1996-01-23
07225ba28ae309b6,http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,70,155,74,Orthodox,1989-10-17
072a10e85f7d4bff,http://ufcstats.com/fighter-details/072a10e85f7d4bff,Milana Dudieva,63,135,NA,Orthodox,1989-08-04
0749d968e932df53,http://ufcstats.com/fighter-details/0749d968e932df53,Tarec Saffiedine,70,170,70,Switch,1986-09-06
0778f94eb5d588a5,http://ufcstats.com/fighter-details/0778f94eb5d588a5,Joey Gomez,70,135,73,Orthodox,1986-07-21
07797f10b9569cfc,http://ufcstats.com/fighter-details/07797f10b9569cfc,Angel Pacheco,68,135,70,Orthodox,1992-01-13
077e3ace32b72be9,http://ufcstats.com/fighter-details/077e3ace32b72be9,CJ Vergara,66,125,68,Orthodox,1991-06-18
078695e385ec2f57,http://ufcstats.com/fighter-details/078695e385ec2f57,Victor Valenzuela,69,170,71,Orthodox,1994-02-09
078b732efa497f49,http://ufcstats.com/fighter-details/078b732efa497f49,Kasey Tanner,67,135,69,Orthodox,1992-01-11
079488710f012779,http://ufcstats.com/fighter-details/079488710f012779,Cesar Gracie,70,181,NA,Orthodox,NA
0798f558681d0eb5,http://ufcstats.com/fighter-details/0798f558681d0eb5,Neal Ewing,NA,185,NA,NA,1985-09-30
07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,Paul Varelans,80,300,NA,Orthodox,1969-09-17
07a2bdaa0afdd831,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,Rogerio Bontorin,65,125,67,Orthodox,1992-04-25
07a74004d964c7f4,http://ufcstats.com/fighter-details/07a74004d964c7f4,Billy Elekana,75,205,77,Southpaw,1995-05-28
07f72a2a7591b409,http://ufcstats.com/fighter-details/07f72a2a7591b409,Jon Jones,76,248,84,Orthodox,1987-07-19
07f959e6596307bb,http://ufcstats.com/fighter-details/07f959e6596307bb,Carlos Vera,66,135,69,Orthodox,1987-11-05
0802be3516ef8f66,http://ufcstats.com/fighter-details/0802be3516ef8f66,Imani Lee,NA,NA,NA,Orthodox,1977-07-17
082eba4cd80f736f,http://ufcstats.com/fighter-details/082eba4cd80f736f,Jarno Errens,71,145,73,Orthodox,1994-11-17
083e15da67d9b0fa,http://ufcstats.com/fighter-details/083e15da67d9b0fa,Josh Thornburg,72,170,NA,NA,1984-05-24
084532da3d25f3b8,http://ufcstats.com/fighter-details/084532da3d25f3b8,Cezary Oleksiejczuk,75,185,75,Southpaw,2000-01-06
0845c81e37d3bcb3,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan Oezdemir,74,205,75,Orthodox,1989-09-19
0859524157a19045,http://ufcstats.com/fighter-details/0859524157a19045,Ty Miller,74,170,77,Orthodox,2000-06-04
0871254cd790c250,http://ufcstats.com/fighter-details/0871254cd790c250,Tommy Hayden,69,145,NA,Southpaw,1986-03-11
0876d21328cf4a45,http://ufcstats.com/fighter-details/0876d21328cf4a45,Dave Galera,71,135,NA,Orthodox,1978-01-12
088aa1b19b2dc14a,http://ufcstats.com/fighter-details/088aa1b19b2dc14a,John Dave Almanza,67,125,67,Southpaw,2004-03-22
08a7080ff5904661,http://ufcstats.com/fighter-details/08a7080ff5904661,Rafael Carino,80,245,NA,Orthodox,NA
08ae3100bf2100ed,http://ufcstats.com/fighter-details/08ae3100bf2100ed,Scott McDonald,NA,NA,NA,NA,NA
08ae5cd9aef7ddd3,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,Kimo Leopoldo,75,235,NA,Orthodox,1968-01-05
08af939f41b5a57b,http://ufcstats.com/fighter-details/08af939f41b5a57b,Beneil Dariush,70,155,72,Southpaw,1989-05-06
08b01ed84044c6bc,http://ufcstats.com/fighter-details/08b01ed84044c6bc,Jacobi Jones,69,155,72,Orthodox,1996-05-24
08e908ed6d18d6a0,http://ufcstats.com/fighter-details/08e908ed6d18d6a0,Myles Jury,70,145,73,Orthodox,1988-10-31
09224b76d27007ee,http://ufcstats.com/fighter-details/09224b76d27007ee,Phillip Latu,75,205,76,Orthodox,1991-02-17
093e1f5bb73850be,http://ufcstats.com/fighter-details/093e1f5bb73850be,Anthony Hernandez,72,185,75,Orthodox,1993-10-18
0941df56f6ac954b,http://ufcstats.com/fighter-details/0941df56f6ac954b,Johny Hendricks,69,185,69,Southpaw,1983-09-12
09422812370fbdfe,http://ufcstats.com/fighter-details/09422812370fbdfe,Jeremy Lang,71,205,NA,Southpaw,1975-05-11
09439946214993bc,http://ufcstats.com/fighter-details/09439946214993bc,Chase Gibson,70,155,72,Orthodox,1990-02-07
095854a135e6db55,http://ufcstats.com/fighter-details/095854a135e6db55,Marcus Buchecha,74,255,77,Orthodox,1990-01-08
0971be7d94e109e1,http://ufcstats.com/fighter-details/0971be7d94e109e1,Elisha Helsper,66,135,NA,Orthodox,1983-02-06
0974d8d4053a7237,http://ufcstats.com/fighter-details/0974d8d4053a7237,Lee Brousseau,73,205,NA,NA,1974-10-04
0978385b2bd9ef9b,http://ufcstats.com/fighter-details/0978385b2bd9ef9b,Nick Aguirre,69,135,74,Southpaw,1996-01-15
09a4447655fd4b7b,http://ufcstats.com/fighter-details/09a4447655fd4b7b,Rafael Cerqueira,75,205,76,Southpaw,1990-03-15
09a6ed4ee97a5606,http://ufcstats.com/fighter-details/09a6ed4ee97a5606,Ricky Steele,69,135,74,Orthodox,1988-05-26
09a82bd51ff61376,http://ufcstats.com/fighter-details/09a82bd51ff61376,Wayne Phillips,NA,185,NA,NA,1983-06-17
09c44b317c98bf96,http://ufcstats.com/fighter-details/09c44b317c98bf96,David Velasquez,65,145,NA,Orthodox,1966-10-19
09e62c450e754913,http://ufcstats.com/fighter-details/09e62c450e754913,Jimmy Flick,67,125,68,Orthodox,1990-09-07
09f579be4520394a,http://ufcstats.com/fighter-details/09f579be4520394a,Diego Rivas,68,145,69,Orthodox,1991-11-11
09f8c233de88998d,http://ufcstats.com/fighter-details/09f8c233de88998d,Brad Royster,NA,135,NA,NA,NA
0a1942069c9ad6b6,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Jack Hermansson,73,170,77,Orthodox,1988-06-10
0a2813f89a758ff7,http://ufcstats.com/fighter-details/0a2813f89a758ff7,David Marshall,74,170,NA,NA,1984-08-24
0a66de3a797cf73a,http://ufcstats.com/fighter-details/0a66de3a797cf73a,Alan Gomez,NA,155,NA,NA,NA
0a73acff6325c1e2,http://ufcstats.com/fighter-details/0a73acff6325c1e2,Shayilan Nuerdanbieke,68,145,69,Orthodox,1994-05-04
0a95c474e61a6c44,http://ufcstats.com/fighter-details/0a95c474e61a6c44,Adam Yandiev,69,185,74,Orthodox,1988-08-07
0a97691039c4bbfb,http://ufcstats.com/fighter-details/0a97691039c4bbfb,Mark Hominick,68,145,68,Orthodox,1982-07-22
0aa74d04c196800c,http://ufcstats.com/fighter-details/0aa74d04c196800c,Errol Zimmerman,75,185,NA,Orthodox,1986-04-20
0aa92558424ced9e,http://ufcstats.com/fighter-details/0aa92558424ced9e,Randy Couture,73,205,75,Orthodox,1963-06-22
0abcf6bc47191219,http://ufcstats.com/fighter-details/0abcf6bc47191219,Bruno Lopes,74,205,74,Orthodox,1993-04-24
0adf1aacda5e26ac,http://ufcstats.com/fighter-details/0adf1aacda5e26ac,AJ Fonseca,64,145,NA,NA,NA
0b235384fe23fc9c,http://ufcstats.com/fighter-details/0b235384fe23fc9c,Greg Scott,69,145,NA,NA,NA
0b31f87be71ebbb1,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Ben Askren,71,170,73,Orthodox,1984-07-18
0b362247806341e5,http://ufcstats.com/fighter-details/0b362247806341e5,JP Buys,65,135,67,Orthodox,1996-04-30
0b534765dca35e71,http://ufcstats.com/fighter-details/0b534765dca35e71,Josh Neal,72,185,NA,NA,NA
0b5b6876c2a4723f,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,Steve Steinbeiss,75,185,75,Orthodox,1981-05-05
0b64d0fed453ef7f,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,Scott Jorgensen,65,135,66,Orthodox,1982-09-17
0b77a05bcbd2de74,http://ufcstats.com/fighter-details/0b77a05bcbd2de74,Marloes Coenen,69,145,67,NA,1981-03-31
0b8d512c79b4baf3,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,Matt Bessette,70,145,70,Orthodox,1984-12-28
0b935b9bbbe5fc07,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,Keith Berry,73,185,NA,NA,1987-10-25
0bbb69f69c9a2eea,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,Nate Smith,66,125,69,Switch,1995-04-09
0bc697c5936a2d0a,http://ufcstats.com/fighter-details/0bc697c5936a2d0a,Trevor Peek,69,145,70,Switch,1995-01-09
0bc7e61d204f2137,http://ufcstats.com/fighter-details/0bc7e61d204f2137,Fabiano Scherner,75,257,NA,Orthodox,1972-06-30
0bcfe2513cb3bc39,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,Tom DeBlass,72,185,NA,Orthodox,1982-05-14
0be6776db31d98ec,http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,65,125,64,Switch,1998-10-16
0c01568b1ac77bff,http://ufcstats.com/fighter-details/0c01568b1ac77bff,Mike Seal,76,185,NA,Orthodox,1977-07-30
